Url,Facilities
https://www.booking.com/hotel/vn/devesun.vi.html,"{'best_facilities': ['Phòng không hút thuốc', 'Dịch vụ phòng', 'Xe đưa đón sân bay', 'Nhà hàng', 'Phòng gia đình', 'WiFi miễn phí', 'Bữa sáng'], 'all_facilities': {'Ngoài trời': ['Lò sưởi ngoài trời', 'Khu vực picnic'], 'Nhà bếp': ['Ấm đun nước điện'], 'Hoạt động': ['Cho thuê xe đạp - Phụ phí'], 'Truyền thông & Công nghệ': ['TV màn hình phẳng'], 'Đồ ăn & thức uống': ['Nhà hàng'], 'Internet': ['Wi-fi có ở toàn bộ khách sạn và miễn phí.'], 'Chỗ đậu xe': ['Không có chỗ đỗ xe.'], 'Dịch vụ lễ tân': ['Thu đổi ngoại tệ', 'Nhận/trả phòng riêng', 'Lễ tân 24 giờ', 'Giữ hành lí', 'Nhận/trả phòng cấp tốc', 'Dịch vụ trợ giúp đặc biệt', 'Tủ khóa', 'Có xuất hóa đơn', 'Bàn bán tour'], 'Dịch vụ lau dọn': ['Dọn phòng hàng ngày', 'Giặt ủi - Phụ phí'], 'Dịch vụ cho doanh nhân': ['Trung tâm dịch vụ doanh nhân - Phụ phí'], 'An ninh': ['Báo động an ninh', 'Bình chữa cháy', 'Bảo vệ 24/7', 'Thiết bị báo cháy'], 'Tổng quát': ['Phòng không hút thuốc', 'Dịch vụ phòng - Phụ phí', 'Dịch vụ đưa đón - Phụ phí', 'Thang máy', 'Cấm hút thuốc trong toàn bộ khuôn viên', 'Điều hòa nhiệt độ', 'Phòng gia đình', 'Xe đưa đón sân bay - Phụ phí'], 'Ngôn ngữ được sử dụng': ['Tiếng Anh', 'Tiếng Việt']}}"
https://www.booking.com/hotel/vn/cube-homestay-phan-rang-thanh-pho-phan-rang-thap-cham.vi.html,"{'best_facilities': ['Dịch vụ phòng', 'Quầy bar', 'Xe đưa đón sân bay', 'Chỗ đỗ xe miễn phí', 'Giáp biển', 'WiFi miễn phí'], 'all_facilities': {'Phòng tắm': ['Chậu rửa vệ sinh (bidet)', 'Toilet phụ', 'Nhà vệ sinh', 'Vòi sen', 'Khăn tắm', 'Bồn tắm hoặc Vòi sen', 'Đồ vệ sinh cá nhân miễn phí', 'Dép', 'Máy sấy tóc', 'Giấy vệ sinh'], 'Phòng ngủ': ['Tủ hoặc phòng để quần áo', 'Ra trải giường'], 'Ngoài trời': ['Sân vườn', 'Giáp biển'], 'Nhà bếp': ['Đồ bếp', 'Ấm đun nước điện', 'Tủ lạnh', 'Sản phẩm lau rửa', 'Máy giặt', 'Bếp nấu', 'Bếp chung', 'Lò nướng', 'Bếp', 'Lò vi sóng', 'Bàn ăn'], 'Tiện ích trong phòng': ['Giá treo quần áo', 'Ổ điện gần giường'], 'Hoạt động': ['Bãi biển'], 'Khu vực phòng khách': ['Khu vực phòng ăn', 'Khu vực tiếp khách'], 'Đồ ăn & thức uống': ['Quầy bar (đồ ăn nhẹ)', 'Quầy bar'], 'Internet': ['Wi-fi có ở toàn bộ khách sạn và miễn phí.'], 'Chỗ đậu xe': ['Có chỗ đỗ xe riêng miễn phí tại một điểm gần đó (cần đặt chỗ trước).'], 'Dịch vụ': ['Dịch vụ phòng', 'Dịch vụ đưa đón - Phụ phí', 'Lễ tân 24 giờ', 'Nhận/trả phòng riêng', 'Dịch vụ trợ giúp đặc biệt', 'Cho thuê xe hơi', 'Xe đưa đón sân bay - Phụ phí'], 'Dịch vụ giải trí và gia đình': ['Trò chơi Board games/giải đố', 'Trò chơi board game/giải đố'], 'An ninh': ['Bình chữa cháy', 'Hệ thống CCTV bên ngoài chỗ nghỉ', 'Hệ thống CCTV trong khu vực chung', 'Báo động an ninh', 'Bảo vệ 24/7'], 'Tổng quát': ['Quạt máy', 'Hệ thống cách âm', 'Bàn ủi', 'Không gây dị ứng', 'Sàn lát gạch/đá cẩm thạch', 'Điều hòa nhiệt độ'], 'Ngôn ngữ được sử dụng': ['Tiếng Anh', 'Tiếng Trung', 'Tiếng Việt']}}"
https://www.booking.com/hotel/vn/khach-san-miami-ninh-thuan.vi.html,"{'best_facilities': ['WiFi miễn phí', 'Chỗ đỗ xe miễn phí', 'Dịch vụ phòng', 'Phòng không hút thuốc'], 'all_facilities': {'Phòng tắm': ['Nhà vệ sinh', 'Vòi sen', 'Bồn tắm', 'Bồn tắm hoặc Vòi sen', 'Dép', 'Máy sấy tóc', 'Giấy vệ sinh'], 'Phòng ngủ': ['Tủ hoặc phòng để quần áo'], 'Tầm nhìn': ['Tầm nhìn ra khung cảnh'], 'Ngoài trời': ['Sân hiên phơi nắng', 'Ban công', 'Bàn ghế ngoài trời', 'Sân thượng / hiên', 'Sân vườn'], 'Nhà bếp': ['Ấm đun nước điện', 'Bếp chung'], 'Tiện ích trong phòng': ['Giá treo quần áo'], 'Vật nuôi': ['Vật nuôi được phép. Có thể bị tính phí.'], 'Khu vực phòng khách': ['Bàn làm việc'], 'Truyền thông & Công nghệ': ['TV màn hình phẳng'], 'Đồ ăn & thức uống': ['Bữa sáng tại phòng', 'Quán cà phê (trong khuôn viên)'], 'Internet': ['Wi-fi có ở các khu vực công cộng và miễn phí.'], 'Chỗ đậu xe': ['Có chỗ đỗ xe riêng miễn phí tại chỗ (không cần đặt chỗ trước).'], 'Dịch vụ lễ tân': ['Lễ tân 24 giờ', 'Nhận/trả phòng riêng', 'Nhận/trả phòng cấp tốc', 'Dịch vụ trợ giúp đặc biệt', 'Có xuất hóa đơn'], 'Dịch vụ lau dọn': ['Giặt ủi - Phụ phí', 'Giặt khô - Phụ phí', 'Dọn phòng hàng ngày', 'Dịch vụ là (ủi) - Phụ phí', 'Bàn ủi li quần - Phụ phí'], 'Dịch vụ cho doanh nhân': ['Tiện nghi tổ chức hội họp/tiệc'], 'An ninh': ['Bình chữa cháy', 'Hệ thống CCTV bên ngoài chỗ nghỉ', 'Hệ thống CCTV trong khu vực chung', 'Thiết bị báo cháy', 'Báo động an ninh', 'Bảo vệ 24/7'], 'Tổng quát': ['Thang máy', 'Phòng không hút thuốc', 'Dịch vụ phòng', 'Điều hòa nhiệt độ'], 'Ngôn ngữ được sử dụng': ['Tiếng Việt']}}"
https://www.booking.com/hotel/vn/khach-san-anh-khoa-thanh-pho-phan-rang-thap-cham.vi.html,"{'best_facilities': ['Phòng không hút thuốc', 'Dịch vụ phòng', 'Xe đưa đón sân bay', 'Chỗ đỗ xe miễn phí', 'WiFi miễn phí'], 'all_facilities': {'Phòng tắm': ['Phòng tắm riêng', 'Chậu rửa vệ sinh (bidet)', 'Nhà vệ sinh', 'Vòi sen', 'Khăn tắm', 'Đồ vệ sinh cá nhân miễn phí', 'Dép', 'Máy sấy tóc', 'Giấy vệ sinh'], 'Phòng ngủ': ['Tủ hoặc phòng để quần áo', 'Ra trải giường'], 'Ngoài trời': ['Sân hiên phơi nắng', 'Sân thượng / hiên'], 'Nhà bếp': ['Ấm đun nước điện'], 'Tiện ích trong phòng': ['Giá treo quần áo', 'Ổ điện gần giường'], 'Khu vực phòng khách': ['Bàn làm việc'], 'Truyền thông & Công nghệ': ['Truyền hình cáp', 'TV màn hình phẳng', 'TV'], 'Internet': ['Wi-fi có ở các phòng khách sạn và miễn phí.'], 'Chỗ đậu xe': ['Nhà để xe'], 'Dịch vụ': ['Dịch vụ phòng', 'Lễ tân 24 giờ', 'Nhận/trả phòng riêng', 'Nhận/trả phòng cấp tốc - Phụ phí', 'Giặt khô - Phụ phí', 'Xe đưa đón sân bay - Phụ phí'], 'An ninh': ['Bình chữa cháy', 'Hệ thống CCTV trong khu vực chung', 'Ổ khóa', 'Thiết bị báo cháy', 'Báo động an ninh'], 'Tổng quát': ['Điều hòa nhiệt độ', 'Phòng không hút thuốc', 'Phòng không gây dị ứng', 'Lối vào riêng'], 'Ngôn ngữ được sử dụng': ['Tiếng Việt']}}"
https://www.booking.com/hotel/vn/nha-nghi-thuan-vuong.vi.html,"{'best_facilities': ['Phòng không hút thuốc', 'Dịch vụ phòng', 'Xe đưa đón sân bay', 'Chỗ đỗ xe miễn phí', 'Phòng gia đình', 'WiFi miễn phí'], 'all_facilities': {'Phòng tắm': ['Phòng tắm riêng', 'Chậu rửa vệ sinh (bidet)', 'Nhà vệ sinh', 'Vòi sen', 'Khăn tắm', 'Bồn tắm hoặc Vòi sen', 'Áo choàng tắm', 'Đồ vệ sinh cá nhân miễn phí', 'Dép', 'Máy sấy tóc', 'Giấy vệ sinh'], 'Phòng ngủ': ['Ra trải giường', 'Giường cực dài (> 2 mét)'], 'Tầm nhìn': ['Nhìn ra vườn', 'Tầm nhìn ra khung cảnh', 'Nhìn ra hồ', 'Nhìn ra núi', 'Nhìn ra thành phố', 'Nhìn ra sông', 'Nhìn ra địa danh nổi tiếng'], 'Ngoài trời': ['Khu vực ăn uống ngoài trời', 'Sân hiên phơi nắng', 'Bàn ghế ngoài trời', 'Sân trong', 'Tiện nghi BBQ - Phụ phí', 'Khu vực picnic'], 'Nhà bếp': ['Sản phẩm lau rửa', 'Ấm đun nước điện', 'Bếp chung', 'Bàn ăn'], 'Tiện ích trong phòng': ['Giá treo quần áo', 'Giá phơi quần áo', 'Ổ điện gần giường'], 'Hoạt động': ['Ca-nô - Phụ phíNgoài khuôn viên', 'Bữa tối theo chủ đề - Phụ phí', 'Lặn với ống thở - Phụ phíNgoài khuôn viên', 'Cho thuê xe đạp - Phụ phí', 'Lặn - Phụ phíNgoài khuôn viên', 'Câu cá Ngoài khuôn viên'], 'Khu vực phòng khách': ['Khu vực phòng ăn', 'Ghế sofa', 'Bàn làm việc'], 'Truyền thông & Công nghệ': ['TV màn hình phẳng', 'TV'], 'Internet': ['Wi-fi có ở toàn bộ khách sạn và miễn phí.'], 'Chỗ đậu xe': ['Có chỗ đỗ xe công cộng miễn phí tại chỗ (không cần đặt chỗ trước).'], 'Dịch vụ lễ tân': ['Thu đổi ngoại tệ', 'Dịch vụ trợ giúp đặc biệt', 'Tủ khóa', 'Lễ tân 24 giờ'], 'Dịch vụ giải trí và gia đình': ['Nắp che ổ cắm điện an toàn'], 'Dịch vụ lau dọn': ['Bàn ủi li quần', 'Giặt ủi - Phụ phí', 'Giặt khô - Phụ phí', 'Dọn phòng hàng ngày', 'Dịch vụ là (ủi) - Phụ phí'], 'Dịch vụ cho doanh nhân': ['Tiện nghi tổ chức hội họp/tiệc - Phụ phí'], 'An ninh': ['Bảo vệ 24/7', 'Bình chữa cháy', 'Ổ khóa', 'Thiết bị báo cháy'], 'Tổng quát': ['Quạt máy', 'Hệ thống cách âm', 'Phòng không hút thuốc', 'Cho thuê xe hơi', 'Khu vực cho phép hút thuốc', 'Phòng cách âm', 'Dịch vụ phòng', 'Dịch vụ đưa đón - Phụ phí', 'Cấm hút thuốc trong toàn bộ khuôn viên', 'Phòng không gây dị ứng', 'Bàn ủi', 'Điều hòa nhiệt độ', 'Phòng gia đình', 'Sàn lát gạch/đá cẩm thạch', 'Xe đưa đón sân bay - Phụ phí'], 'Ngôn ngữ được sử dụng': ['Tiếng Việt']}}"
https://www.booking.com/hotel/vn/sea-urchin-homestay.vi.html,"{'best_facilities': ['Dịch vụ phòng', 'Quầy bar', 'Dịch vụ đưa đón sân bay (miễn phí)', 'Chỗ đỗ xe miễn phí', 'WiFi miễn phí', 'Bữa sáng'], 'all_facilities': {'Phòng tắm': ['Chậu rửa vệ sinh (bidet)', 'Khăn tắm/Bộ khăn trải giường (có thu phí)', 'Nhà vệ sinh', 'Vòi sen', 'Khăn tắm', 'Bồn tắm hoặc Vòi sen', 'Đồ vệ sinh cá nhân miễn phí', 'Dép', 'Máy sấy tóc', 'Giấy vệ sinh'], 'Phòng ngủ': ['Ra trải giường'], 'Tầm nhìn': ['Tầm nhìn ra khung cảnh'], 'Ngoài trời': ['Tiện nghi BBQ', 'Sân hiên phơi nắng', 'Bàn ghế ngoài trời', 'Sân thượng / hiên'], 'Nhà bếp': ['Bếp chung'], 'Tiện ích trong phòng': ['Giá treo quần áo', 'Giá phơi quần áo', 'Ổ điện gần giường'], 'Vật nuôi': ['Vật nuôi được phép. Có thể bị tính phí.'], 'Hoạt động': ['Ca-nô - Phụ phí', 'Phòng chơi game', 'Lặn với ống thở - Phụ phí', 'Câu cá - Phụ phí', 'Cho thuê xe đạp - Phụ phí', 'Tour/lớp về văn hóa địa phương - Phụ phí'], 'Đồ ăn & thức uống': ['Trái cây - Phụ phí', 'Quầy bar', 'Rượu vang/sâm panh - Phụ phí', 'Quầy bar (đồ ăn nhẹ)', 'Quán cà phê (trong khuôn viên)', 'Thực đơn ăn kiêng đặc biệt (theo yêu cầu)'], 'Internet': ['Wi-fi có ở toàn bộ khách sạn và miễn phí.'], 'Chỗ đậu xe': ['Chỗ đậu xe ngoài đường'], 'Dịch vụ lễ tân': ['Lễ tân 24 giờ', 'Tủ khóa'], 'Dịch vụ giải trí và gia đình': ['Khu vui chơi trong nhà'], 'Dịch vụ lau dọn': ['Dịch vụ là (ủi) - Phụ phí', 'Dọn phòng hàng ngày', 'Giặt khô - Phụ phí', 'Giặt ủi - Phụ phí'], 'An ninh': ['Báo động an ninh', 'Bình chữa cháy', 'Bảo vệ 24/7', 'Ổ khóa'], 'Tổng quát': ['Quyền sử dụng Executive Lounge', 'Khu vực cho phép hút thuốc', 'Dịch vụ phòng', 'Xe đưa đón sân bay', 'Giao nhận đồ tạp hóa - Phụ phí', 'Cấm hút thuốc trong toàn bộ khuôn viên', 'Điều hòa nhiệt độ', 'Khu vực xem TV/sảnh chung', 'Cho thuê xe hơi'], 'Ngôn ngữ được sử dụng': ['Tiếng Anh', 'Tiếng Việt']}}"
https://www.booking.com/hotel/vn/hoa-huong-duong-thanh-pho-phan-rang-thap-cham.vi.html,"{'best_facilities': ['Phòng không hút thuốc', 'Quầy bar', 'Xe đưa đón sân bay', 'Chỗ đỗ xe miễn phí', 'Phòng gia đình', 'WiFi miễn phí', 'Bữa sáng'], 'all_facilities': {'Phòng tắm': ['Phòng tắm riêng', 'Nhà vệ sinh', 'Vòi sen', 'Khăn tắm', 'Áo choàng tắm', 'Đồ vệ sinh cá nhân miễn phí', 'Dép', 'Giấy vệ sinh'], 'Phòng ngủ': ['Tủ hoặc phòng để quần áo', 'Ra trải giường'], 'Ngoài trời': ['Sân thượng / hiên'], 'Nhà bếp': ['Ấm đun nước điện', 'Bếp chung'], 'Tiện ích trong phòng': ['Giá treo quần áo', 'Ổ điện gần giường'], 'Khu vực phòng khách': ['Bàn làm việc'], 'Truyền thông & Công nghệ': ['Điện thoại', 'TV màn hình phẳng', 'TV'], 'Đồ ăn & thức uống': ['Quầy bar (đồ ăn nhẹ)', 'Thực đơn ăn kiêng đặc biệt (theo yêu cầu)', 'Minibar', 'Quầy bar'], 'Internet': ['Wi-fi có ở các khu vực công cộng và miễn phí.'], 'Chỗ đậu xe': ['Có chỗ đỗ xe riêng miễn phí tại chỗ (không cần đặt chỗ trước).'], 'Phương tiện đi lại': ['Vé đi phương tiện công cộng - Phụ phí'], 'Dịch vụ': ['Dịch vụ đưa đón - Phụ phí', 'Lễ tân 24 giờ', 'Bàn bán tour', 'Dọn phòng hàng ngày', 'Dịch vụ trợ giúp đặc biệt', 'Khu vực xem TV/sảnh chung', 'Xe đưa đón sân bay - Phụ phí'], 'Dịch vụ lễ tân': ['Có xuất hóa đơn'], 'An ninh': ['Bình chữa cháy', 'Hệ thống CCTV bên ngoài chỗ nghỉ', 'Hệ thống CCTV trong khu vực chung', 'Thiết bị báo cháy', 'Báo động an ninh', 'Bảo vệ 24/7', 'Ổ khóa mở bằng thẻ'], 'Tổng quát': ['Hệ thống cách âm', 'Phòng không hút thuốc', 'Khu vực cho phép hút thuốc', 'Phòng cách âm', 'Sàn lát gạch/đá cẩm thạch', 'Phòng gia đình', 'Điều hòa nhiệt độ'], 'Lối vào dành cho người khuyết tật': ['Các tầng trên chỉ lên được bằng cầu thang'], 'Ngôn ngữ được sử dụng': ['Tiếng Anh', 'Tiếng Việt']}}"
https://www.booking.com/hotel/vn/phuc-thuan.vi.html,"{'best_facilities': ['Phòng không hút thuốc', 'Phòng gia đình', 'Khu vực bãi tắm riêng', 'Chỗ đỗ xe miễn phí', 'Hồ bơi ngoài trời', 'Giáp biển', 'WiFi miễn phí'], 'all_facilities': {'Phòng tắm': ['Phòng tắm riêng', 'Nhà vệ sinh', 'Vòi sen', 'Bồn tắm', 'Khăn tắm', 'Bồn tắm hoặc Vòi sen', 'Đồ vệ sinh cá nhân miễn phí', 'Dép', 'Máy sấy tóc', 'Giấy vệ sinh'], 'Phòng ngủ': ['Ra trải giường'], 'Ngoài trời': ['Giáp biển', 'Ban công', 'Khu vực bãi tắm riêng', 'Sân thượng / hiên'], 'Nhà bếp': ['Ấm đun nước điện', 'Tủ lạnh'], 'Hoạt động': ['Bãi biển'], 'Khu vực phòng khách': ['Bàn làm việc'], 'Truyền thông & Công nghệ': ['Điện thoại', 'Truyền hình cáp', 'TV màn hình phẳng', 'TV'], 'Đồ ăn & thức uống': ['Minibar'], 'Internet': ['Wi-fi có ở toàn bộ khách sạn và miễn phí.'], 'Chỗ đậu xe': ['Có chỗ đỗ xe riêng miễn phí tại chỗ (không cần đặt chỗ trước).'], 'Dịch vụ': ['Thu đổi ngoại tệ', 'Nhận/trả phòng riêng', 'Lễ tân 24 giờ', 'Nhận/trả phòng cấp tốc - Phụ phí', 'Giặt ủi - Phụ phí', 'Dọn phòng hàng ngày'], 'An ninh': ['Bảo vệ 24/7', 'Ổ khóa mở bằng thẻ', 'Ổ khóa', 'Thiết bị báo cháy'], 'Tổng quát': ['Quạt máy', 'Phòng không hút thuốc', 'Thang máy', 'Cấm hút thuốc trong toàn bộ khuôn viên', 'Lối vào riêng', 'Không gây dị ứng', 'Sàn lát gạch/đá cẩm thạch', 'Phòng gia đình', 'Điều hòa nhiệt độ'], 'Lối vào dành cho người khuyết tật': ['Hoàn toàn nằm ở tầng trệt'], 'Hồ bơi ngoài trờiMiễn phí!': ['Mở cửa quanh năm'], 'Ngôn ngữ được sử dụng': ['Tiếng Anh', 'Tiếng Việt']}}"
https://www.booking.com/hotel/vn/minh-quang-phan-rang.vi.html,"{'best_facilities': ['Phòng không hút thuốc', 'Tiện nghi cho khách khuyết tật', 'Xe đưa đón sân bay', 'Phòng gia đình', 'Khu vực bãi tắm riêng', 'Chỗ đỗ xe miễn phí', 'Giáp biển', 'WiFi miễn phí'], 'all_facilities': {'Phòng tắm': ['Phòng tắm riêng', 'Chậu rửa vệ sinh (bidet)', 'Nhà vệ sinh', 'Vòi sen', 'Khăn tắm', 'Bồn tắm hoặc Vòi sen', 'Đồ vệ sinh cá nhân miễn phí', 'Dép', 'Máy sấy tóc', 'Giấy vệ sinh'], 'Phòng ngủ': ['Tủ hoặc phòng để quần áo', 'Ra trải giường'], 'Ngoài trời': ['Khu vực bãi tắm riêng', 'Bàn ghế ngoài trời', 'Giáp biển'], 'Nhà bếp': ['Ấm đun nước điện', 'Tủ lạnh'], 'Tiện ích trong phòng': ['Giá treo quần áo', 'Ổ điện gần giường'], 'Hoạt động': ['Bãi biển'], 'Khu vực phòng khách': ['Khu vực tiếp khách'], 'Truyền thông & Công nghệ': ['Điện thoại', 'Truyền hình cáp', 'TV màn hình phẳng', 'TV'], 'Đồ ăn & thức uống': ['Minibar'], 'Internet': ['Wi-fi có ở toàn bộ khách sạn và miễn phí.'], 'Chỗ đậu xe': ['Có chỗ đỗ xe riêng miễn phí tại chỗ (không cần đặt chỗ trước).'], 'Dịch vụ': ['Lễ tân 24 giờ', 'Giữ hành lí', 'Giặt ủi - Phụ phí', 'Dịch vụ là (ủi) - Phụ phí', 'Dọn phòng hàng ngày', 'Tủ khóa', 'Xe đưa đón sân bay - Phụ phí'], 'Dịch vụ lễ tân': ['Có xuất hóa đơn'], 'Dịch vụ giải trí và gia đình': ['Nắp che ổ cắm điện an toàn'], 'An ninh': ['Bình chữa cháy', 'Hệ thống CCTV bên ngoài chỗ nghỉ', 'Hệ thống CCTV trong khu vực chung', 'Thiết bị báo cháy', 'Bảo vệ 24/7', 'Ổ khóa mở bằng thẻ'], 'Tổng quát': ['Phòng không hút thuốc', 'Khu vực cho phép hút thuốc', 'Thang máy', 'Tiện nghi cho khách khuyết tật', 'Sàn lát gạch/đá cẩm thạch', 'Phòng gia đình', 'Điều hòa nhiệt độ'], 'Lối vào dành cho người khuyết tật': ['Lối vào cho người đi xe lăn', 'Xe lăn có thể đi đến mọi nơi trong toàn bộ khuôn viên', 'Các tầng trên đi lên bằng thang máy'], 'Ngôn ngữ được sử dụng': ['Tiếng Việt']}}"
https://www.booking.com/hotel/vn/phan-rang.vi.html,"{'best_facilities': ['Dịch vụ phòng', 'Quầy bar', 'Xe đưa đón sân bay', 'Chỗ đỗ xe miễn phí', 'WiFi miễn phí'], 'all_facilities': {'Phòng tắm': ['Phòng tắm riêng', 'Nhà vệ sinh', 'Vòi sen', 'Khăn tắm', 'Bồn tắm hoặc Vòi sen', 'Đồ vệ sinh cá nhân miễn phí', 'Dép', 'Máy sấy tóc', 'Giấy vệ sinh'], 'Phòng ngủ': ['Tủ hoặc phòng để quần áo', 'Ra trải giường', 'Phòng thay quần áo'], 'Ngoài trời': ['Bàn ghế ngoài trời', 'Sân thượng / hiên', 'Lò sưởi ngoài trời', 'Sân vườn', 'Khu vực picnic'], 'Tiện ích trong phòng': ['Giá treo quần áo', 'Giá phơi quần áo'], 'Vật nuôi': ['Vật nuôi được phép theo yêu cầu của khách. Không tính thêm phí.'], 'Hoạt động': ['Cho thuê xe đạp - Phụ phí'], 'Khu vực phòng khách': ['Bàn làm việc'], 'Truyền thông & Công nghệ': ['Điện thoại', 'Truyền hình trả tiền', 'Truyền hình vệ tinh', 'TV', 'TV màn hình phẳng'], 'Đồ ăn & thức uống': ['Quán cà phê (trong khuôn viên)', 'Bữa ăn trẻ em - Phụ phí', 'Quầy bar'], 'Internet': ['Wi-fi có ở các phòng khách sạn và miễn phí.'], 'Chỗ đậu xe': ['Nhà để xe', 'Bãi đậu xe tiếp cận người khuyết tật', 'Dịch vụ đỗ xe cho khách', 'Trạm sạc xe điện'], 'Dịch vụ lễ tân': ['Lễ tân 24 giờ', 'Nhận/trả phòng riêng', 'Giữ hành lí', 'Nhận/trả phòng cấp tốc - Phụ phí'], 'Dịch vụ lau dọn': ['Giặt ủi - Phụ phí', 'Giặt khô - Phụ phí', 'Dọn phòng hàng ngày', 'Dịch vụ là (ủi) - Phụ phí', 'Bàn ủi li quần - Phụ phí'], 'Dịch vụ cho doanh nhân': ['Tiện nghi tổ chức hội họp/tiệc - Phụ phí'], 'An ninh': ['Bình chữa cháy', 'Hệ thống CCTV bên ngoài chỗ nghỉ', 'Hệ thống CCTV trong khu vực chung', 'Thiết bị báo cháy', 'Báo động an ninh'], 'Tổng quát': ['Quạt máy', 'Hệ thống cách âm', 'Sàn trải thảm', 'Cho thuê xe hơi', 'Khu vực cho phép hút thuốc', 'Phòng cách âm', 'Dịch vụ phòng', 'Dịch vụ đưa đón - Phụ phí', 'Thang máy', 'Lối vào riêng', 'Tiện nghi ủi', 'Bàn ủi', 'Sàn lát gạch/đá cẩm thạch', 'Khu vực xem TV/sảnh chung', 'Điều hòa nhiệt độ', 'Xe đưa đón sân bay - Phụ phí'], 'Lối vào dành cho người khuyết tật': ['Xe lăn có thể đi đến mọi nơi trong toàn bộ khuôn viên', 'Các tầng trên đi lên bằng thang máy', 'Hoàn toàn nằm ở tầng trệt'], 'Ngôn ngữ được sử dụng': ['Tiếng Anh', 'Tiếng Việt']}}"
